,0,1
3110,JCM 8208,"['J25', 'J30']"
3111,JCM 11729,"['J30', 'J148']"
3112,JCM 22168,"['J25', 'J30']"
3113,JCM 32471,['J677']
3114,JCM 30403,['J118']
3115,JCM 10687,"['J25', 'J30']"
3116,JCM 21465,['J118']
3117,JCM 10218,"['J25', 'J30']"
3118,JCM 2434,"['J70', 'J256']"
3119,JCM 21896,"['J25', 'J30']"
3120,JCM 12782,"['J25', 'J30']"
3121,JCM 17113,['J118']
3122,JCM 30137,['J346']
3123,JCM 32031,['J1154']
3124,JCM 7790,['J14']
3125,JCM 8374,"['J30', 'J148']"
3126,JCM 11812,['J118']
3127,JCM 22783,"['J30', 'J226']"
3128,JCM 3496,['J77']
3129,JCM 28045,['J30']
3130,JCM 32113,['J25']
3131,JCM 16049,['J770']
3132,JCM 7763,['J13']
3133,JCM 12741,"['J30', 'J226']"
3134,JCM 5657,"['J25', 'J30']"
3135,JCM 8079,['J30']
3136,JCM 8685,['J13']
3137,JCM 9359,"['J30', 'J148']"
3138,JCM 11384,"['J30', 'J148', 'J332']"
3139,JCM 20909,['J27']
3140,JCM 13849,['J50']
3141,JCM 28824,['J475']
3142,JCM 33876,['J43']
3143,JCM 6011,"['J25', 'J30']"
3144,JCM 3868,['J93']
3145,JCM 31990,['J346']
3146,JCM 31426,"['J346', 'J443']"
3147,JCM 4971,['J58']
3148,JCM 23125,['J30']
3149,JCM 33462,['J256']
3150,JCM 32611,['J118']
3151,JCM 14850,['J118']
3152,JCM 19527,['J346']
3153,JCM 31348,['J118']
3154,JCM 8487,['J150']
3155,JCM 10583,"['J30', 'J148']"
3156,JCM 10944,['J167']
3157,JCM 2331,"['J25', 'J30']"
3158,JCM 5599,['J30']
3159,JCM 9263,['J30']
3160,JCM 3756,"['J25', 'J30']"
3161,JCM 31588,['J118']
3162,JCM 3899,['J30']
3163,JCM 3015,"['J43', 'J346', 'J443', 'J599']"
3164,JCM 2808,"['J22', 'J30', 'J79']"
3165,JCM 22207,"['J25', 'J30']"
3166,JCM 1907,"['J25', 'J30', 'J35', 'J226', 'J735', 'J969', 'J1134']"
3167,JCM 15336,['J30']
3168,JCM 28594,['J30']
3169,JCM 20272,['J597']
3170,JCM 14371,['J346']
3171,JCM 7905,['J141']
3172,JCM 2264,"['J30', 'J31', 'J35']"
3173,JCM 28035,['J30']
3174,JCM 5056,['J42']
3175,JCM 18238,['J306']
3176,JCM 32868,['J1220']
3177,JCM 31465,['J22']
3178,JCM 16050,['J770']
3179,JCM 31957,['J28']
3180,JCM 8478,['J150']
3181,JCM 28007,['J30']
3182,JCM 28781,['J30']
3183,JCM 18027,"['J30', 'J148']"
3184,JCM 7387,"['J25', 'J30']"
3185,JCM 30263,['J30']
3186,JCM 22996,"['J30', 'J226']"
3187,JCM 23031,['J30']
3188,JCM 22438,"['J30', 'J226']"
3189,JCM 28642,['J22']
3190,JCM 6225,['J22']
3191,JCM 33490,['J22']
3192,JCM 13610,['J30']
3193,JCM 1909,"['J30', 'J35', 'J97', 'J597', 'J746']"
3194,JCM 1616,"['J25', 'J30', 'J297', 'J790']"
3195,JCM 4034,['J42']
3196,JCM 19251,['J26']
3197,JCM 10527,['J75']
3198,JCM 22475,['J30']
3199,JCM 21882,"['J25', 'J30']"
3200,JCM 10126,['J22']
3201,JCM 39140,['J30']
3202,JCM 2006,"['J12', 'J13', 'J22', 'J27', 'J30', 'J70', 'J75', 'J84']"
3203,JCM 1788,"['J25', 'J28', 'J30', 'J75', 'J915']"
3204,JCM 3616,"['J25', 'J30']"
3205,JCM 5400,['J22']
3206,JCM 17212,['J118']
3207,JCM 23162,"['J30', 'J148', 'J150']"
3208,JCM 15579,['J118']
3209,JCM 17370,"['J74', 'J346']"
3210,JCM 9357,"['J30', 'J148']"
3211,JCM 10325,"['J25', 'J30']"
3212,JCM 3565,"['J25', 'J30']"
3213,JCM 19314,['J118']
3214,JCM 12439,['J13']
3215,JCM 32905,['J443']
3216,JCM 30210,['J30']
3217,JCM 19228,['J346']
3218,JCM 22762,"['J30', 'J226']"
3219,JCM 1636,"['J25', 'J30']"
3220,JCM 10022,"['J25', 'J30']"
3221,JCM 9233,['J30']
3222,JCM 13687,"['J25', 'J30']"
3223,JCM 23022,['J30']
3224,JCM 33104,['J343']
3225,JCM 33089,['J343']
3226,JCM 10647,['J14']
3227,JCM 7531,"['J25', 'J30']"
3228,JCM 12395,['J30']
3229,JCM 31933,['J14']
3230,JCM 30595,['J346']
3231,JCM 7392,"['J25', 'J30']"
3232,JCM 11903,"['J25', 'J30']"
3233,JCM 7535,"['J25', 'J30']"
3234,JCM 19842,['J475']
3235,JCM 5941,"['J25', 'J30']"
3236,JCM 9236,['J30']
3237,JCM 30662,['J1080']
3238,JCM 19202,['J118']
3239,JCM 10516,"['J13', 'J14']"
3240,JCM 20166,['J7']
3241,JCM 8141,"['J14', 'J84']"
3242,JCM 1832,"['J25', 'J30', 'J118']"
3243,JCM 9765,['J30']
3244,JCM 39004,['J343']
3245,JCM 10238,"['J25', 'J30']"
3246,JCM 1738,"['J29', 'J30', 'J31', 'J226']"
3247,JCM 1764,"['J30', 'J31', 'J165', 'J886']"
3248,JCM 10926,['J168']
3249,JCM 17451,['J27']
3250,JCM 3970,['J12']
3251,JCM 2207,"['J25', 'J30']"
3252,JCM 21183,['J13']
3253,JCM 2606,['J30']
3254,JCM 18181,"['J30', 'J148']"
3255,JCM 14016,['J118']
3256,JCM 28859,['J475']
3257,JCM 3853,['J22']
3258,JCM 33344,['J118']
3259,JCM 30080,['J26']
3260,JCM 16556,['J27']
3261,JCM 5448,['J22']
3262,JCM 2209,"['J25', 'J30']"
3263,JCM 22453,['J30']
3264,JCM 20492,['J12']
3265,JCM 1914,"['J35', 'J74', 'J75']"
3266,JCM 15354,['J30']
3267,JCM 22589,"['J30', 'J226']"
3268,JCM 5546,"['J29', 'J30', 'J31', 'J226']"
3269,JCM 23156,['J30']
3270,JCM 11464,['J118']
3271,JCM 23200,['J651']
3272,JCM 31713,['J346']
3273,JCM 2370,"['J25', 'J30']"
3274,JCM 3560,"['J25', 'J30']"
3275,JCM 6828,['J22']
3276,JCM 18740,['J27']
3277,JCM 15976,['J118']
3278,JCM 8475,['J150']
3279,JCM 32132,['J346']
3280,JCM 5433,['J22']
3281,JCM 32284,['J377']
3282,JCM 17623,['J900']
3283,JCM 3788,"['J25', 'J30']"
3284,JCM 2920,['J30']
3285,JCM 8801,"['J25', 'J30']"
3286,JCM 8094,['J30']
3287,JCM 8007,"['J14', 'J84']"
3288,JCM 20301,"['J12', 'J22']"
3289,JCM 22010,"['J25', 'J30']"
3290,JCM 12014,"['J30', 'J148']"
3291,JCM 5193,"['J25', 'J30']"
3292,JCM 32529,['J282']
3293,JCM 32869,['J1221']
3294,JCM 2914,['J30']
3295,JCM 22257,"['J30', 'J226']"
3296,JCM 16817,['J42']
3297,JCM 19615,['J346']
3298,JCM 18886,['J118']
3299,JCM 10760,"['J30', 'J148']"
3300,JCM 15901,['J76']
3301,JCM 8257,"['J25', 'J30']"
3302,JCM 9991,"['J25', 'J30']"
3303,JCM 19729,"['J402', 'J574']"
3304,JCM 9284,"['J30', 'J148', 'J332']"
3305,JCM 13420,['J30']
3306,JCM 2362,"['J7', 'J22']"
3307,JCM 5397,['J22']
3308,JCM 17540,['J28']
3309,JCM 32573,"['J25', 'J30']"
3310,JCM 23088,['J30']
3311,JCM 2109,"['J25', 'J30', 'J606']"
3312,JCM 18732,['J961']
3313,JCM 19476,['J13']
3314,JCM 6832,['J22']
3315,JCM 7157,['J12']
3316,JCM 30878,['J51']
3317,JCM 3844,['J22']
3318,JCM 6894,['J26']
3319,JCM 22765,"['J30', 'J226']"
3320,JCM 30215,['J30']
3321,JCM 13821,['J118']
3322,JCM 8648,['J13']
3323,JCM 21174,['J597']
3324,JCM 9812,"['J30', 'J148']"
3325,JCM 33444,['J346']
3326,JCM 10816,"['J25', 'J30']"
3327,JCM 15985,"['J30', 'J226']"
3328,JCM 7762,['J13']
3329,JCM 11333,['J30']
3330,JCM 2216,"['J25', 'J30']"
3331,JCM 18623,['J30']
3332,JCM 1593,"['J25', 'J30', 'J118']"
3333,JCM 6251,"['J25', 'J30']"
3334,JCM 5285,"['J25', 'J30']"
3335,JCM 21269,['J118']
3336,JCM 30387,['J118']
3337,JCM 9613,"['J25', 'J30']"
3338,JCM 18251,['J42']
3339,JCM 32465,['J677']
3340,JCM 8838,['J30']
3341,JCM 12765,['J104']
3342,JCM 15548,['J118']
3343,JCM 20989,['J74']
3344,JCM 34074,['J386']
3345,JCM 9752,"['J30', 'J148']"
3346,JCM 8035,"['J22', 'J74']"
3347,JCM 7657,"['J25', 'J30']"
3348,JCM 11636,"['J25', 'J30']"
3349,JCM 28021,['J30']
3350,JCM 7764,['J13']
3351,JCM 8133,['J13']
3352,JCM 13059,['J12']
3353,JCM 23034,['J30']
3354,JCM 3989,['J12']
3355,JCM 5171,['J30']
3356,JCM 17977,['J22']
3357,JCM 20353,['J22']
3358,JCM 10950,"['J30', 'J150']"
3359,JCM 7897,['J141']
3360,JCM 16424,['J574']
3361,JCM 10007,['J257']
3362,JCM 30679,['J118']
3363,JCM 31574,['J13']
3364,JCM 11061,"['J30', 'J148']"
3365,JCM 8404,"['J30', 'J148']"
3366,JCM 32579,['J443']
3367,JCM 12801,"['J30', 'J31', 'J226']"
3368,JCM 11602,['J276']
3369,JCM 12440,['J13']
3370,JCM 19184,['J25']
3371,JCM 2953,['J22']
3372,JCM 10642,['J14']
3373,JCM 9581,"['J25', 'J30']"
3374,JCM 32689,['J118']
3375,JCM 13683,"['J25', 'J30']"
3376,JCM 23092,['J30']
3377,JCM 23182,['J30']
3378,JCM 5919,"['J25', 'J30']"
3379,JCM 18531,['J346']
3380,JCM 32764,['J346']
3381,JCM 12020,"['J30', 'J148']"
3382,JCM 17673,['J30']
3383,JCM 16447,['J118']
3384,JCM 10072,['J22']
3385,JCM 31590,['J346']
3386,JCM 13659,['J14']
3387,JCM 17867,['J574']
3388,JCM 32259,['J346']
3389,JCM 13340,['J74']
3390,JCM 12201,"['J25', 'J30']"
3391,JCM 10901,"['J25', 'J30']"
3392,JCM 16661,['J346']
3393,JCM 13104,"['J30', 'J148']"
3394,JCM 4996,"['J43', 'J66']"
3395,JCM 28854,['J475']
3396,JCM 7737,['J13']
3397,JCM 14726,['J14']
3398,JCM 5710,"['J25', 'J30']"
3399,JCM 28636,"['J42', 'J43']"
3400,JCM 2254,"['J30', 'J226']"
3401,JCM 7434,"['J25', 'J30']"
3402,JCM 19739,['J346']
3403,JCM 7940,['J30']
3404,JCM 17744,['J118']
3405,JCM 10574,"['J25', 'J30']"
3406,JCM 9857,"['J25', 'J30']"
3407,JCM 30144,['J346']
3408,JCM 14492,"['J25', 'J30']"
3409,JCM 9333,['J52']
3410,JCM 3572,"['J25', 'J30']"
3411,JCM 17650,['J893']
3412,JCM 2211,"['J25', 'J30']"
3413,JCM 2404,['J12']
3414,JCM 12815,"['J30', 'J31', 'J148']"
3415,JCM 2344,"['J25', 'J30']"
3416,JCM 24544,['J25']
3417,JCM 23168,"['J30', 'J148', 'J150']"
3418,JCM 20030,['J75']
3419,JCM 3632,"['J25', 'J30']"
3420,JCM 15505,['J346']
3421,JCM 18779,['J118']
3422,JCM 16326,['J346']
3423,JCM 18719,"['J14', 'J612']"
3424,JCM 11666,['J30']
3425,JCM 30622,['J386']
3426,JCM 32862,['J1220']
3427,JCM 2861,"['J25', 'J79']"
3428,JCM 20308,"['J13', 'J84']"
3429,JCM 22567,"['J30', 'J226']"
3430,JCM 28690,"['J58', 'J66']"
3431,JCM 9594,"['J25', 'J30']"
3432,JCM 17075,['J22']
3433,JCM 5209,"['J25', 'J30']"
3434,JCM 31992,['J346']
3435,JCM 10895,"['J25', 'J30']"
3436,JCM 19289,['J28']
3437,JCM 11775,['J41']
3438,JCM 22270,"['J30', 'J226']"
3439,JCM 15454,"['J25', 'J30']"
3440,JCM 5730,"['J25', 'J30']"
3441,JCM 9267,['J30']
3442,JCM 11690,"['J25', 'J30']"
3443,JCM 22815,"['J30', 'J226']"
3444,JCM 9162,['J181']
3445,JCM 10752,"['J30', 'J148']"
3446,JCM 22415,"['J32', 'J33']"
3447,JCM 14351,['J75']
3448,JCM 5297,"['J25', 'J30']"
3449,JCM 8774,"['J13', 'J84']"
3450,JCM 9396,"['J25', 'J30']"
3451,JCM 20381,"['J2', 'J13', 'J84']"
3452,JCM 5373,['J22']
3453,JCM 5500,['J22']
3454,JCM 22259,"['J30', 'J226']"
3455,JCM 32722,['J346']
3456,JCM 5722,"['J25', 'J30']"
3457,JCM 16646,"['J30', 'J35']"
3458,JCM 9885,"['J25', 'J30']"
3459,JCM 19484,['J13']
3460,JCM 11618,"['J30', 'J148']"
3461,JCM 20694,['J12']
3462,JCM 22572,"['J30', 'J226']"
3463,JCM 1825,"['J25', 'J30', 'J42', 'J346']"
3464,JCM 4427,['J42']
3465,JCM 30537,"['J75', 'J346']"
3466,JCM 7876,['J141']
3467,JCM 8468,['J150']
3468,JCM 33604,['J346']
3469,JCM 22254,['J30']
3470,JCM 30806,"['J74', 'J346']"
3471,JCM 16786,"['J30', 'J148']"
3472,JCM 2463,"['J25', 'J30']"
3473,JCM 8371,['J30']
3474,JCM 3501,['J77']
3475,JCM 11723,"['J30', 'J148']"
3476,JCM 2915,['J30']
3477,JCM 33181,['J118']
3478,JCM 2360,"['J7', 'J22']"
3479,JCM 6814,"['J25', 'J30']"
3480,JCM 22546,"['J30', 'J226']"
3481,JCM 11493,['J256']
3482,JCM 8617,['J13']
3483,JCM 3968,['J12']
3484,JCM 30233,['J811']
3485,JCM 33102,['J343']
3486,JCM 22197,"['J25', 'J30']"
3487,JCM 22750,"['J30', 'J226']"
3488,JCM 16387,"['J13', 'J70', 'J256']"
3489,JCM 13097,"['J30', 'J148']"
3490,JCM 18786,['J346']
3491,JCM 32263,['J346']
3492,JCM 2276,"['J25', 'J30', 'J226']"
3493,JCM 3581,"['J25', 'J30']"
3494,JCM 12387,['J118']
3495,JCM 10796,['J14']
3496,JCM 1611,"['J25', 'J30', 'J118', 'J443']"
3497,JCM 5399,['J22']
3498,JCM 7254,"['J25', 'J30']"
3499,JCM 34133,['J256']
3500,JCM 17360,['J118']
3501,JCM 5689,"['J14', 'J84']"
3502,JCM 5672,"['J27', 'J70']"
3503,JCM 6820,['J26']
3504,JCM 7730,['J13']
3505,JCM 10567,"['J25', 'J30']"
3506,JCM 18484,['J346']
3507,JCM 17031,"['J346', 'J1296']"
3508,JCM 22387,"['J30', 'J226']"
3509,JCM 2366,"['J7', 'J22']"
3510,JCM 9367,"['J30', 'J148']"
3511,JCM 20833,['J118']
3512,JCM 9328,"['J22', 'J70']"
3513,JCM 8576,['J7']
3514,JCM 15837,['J43']
3515,JCM 16283,"['J25', 'J30']"
3516,JCM 33402,['J51']
3517,JCM 30171,['J346']
3518,JCM 21460,['J118']
3519,JCM 6213,['J22']
3520,JCM 9207,['J30']
3521,JCM 9877,"['J25', 'J30']"
3522,JCM 2201,"['J25', 'J30']"
3523,JCM 31292,['J43']
3524,JCM 17337,['J346']
3525,JCM 8690,['J13']
3526,JCM 16385,"['J75', 'J443']"
3527,JCM 7998,"['J14', 'J84']"
3528,JCM 17886,['J28']
3529,JCM 10152,['J30']
3530,JCM 1081,"['J13', 'J25', 'J30', 'J84', 'J148']"
3531,JCM 17143,"['J30', 'J226']"
3532,JCM 12502,"['J30', 'J148']"
3533,JCM 16847,['J118']
3534,JCM 22523,"['J30', 'J226']"
3535,JCM 1066,"['J13', 'J25', 'J30', 'J84', 'J273']"
3536,JCM 9234,['J30']
3537,JCM 31377,['J346']
3538,JCM 14941,"['J30', 'J148']"
3539,JCM 16722,['J346']
3540,JCM 13756,"['J25', 'J30']"
3541,JCM 10321,"['J25', 'J30']"
3542,JCM 16678,['J118']
3543,JCM 16973,"['J30', 'J148']"
3544,JCM 19926,['J118']
3545,JCM 14179,['J75']
3546,JCM 23095,['J30']
3547,JCM 9859,"['J25', 'J30']"
3548,JCM 31536,['J118']
3549,JCM 31170,['J475']
3550,JCM 20457,['J68']
3551,JCM 15087,['J582']
3552,JCM 13156,"['J30', 'J148']"
3553,JCM 20454,['J68']
3554,JCM 2458,"['J25', 'J30']"
3555,JCM 15883,['J43']
3556,JCM 19178,['J346']
3557,JCM 18243,['J42']
3558,JCM 9604,"['J25', 'J30']"
3559,JCM 2820,"['J22', 'J79']"
3560,JCM 3842,['J22']
3561,JCM 19493,['J346']
3562,JCM 9860,"['J25', 'J30']"
3563,JCM 32436,['J386']
3564,JCM 18365,['J457']
3565,JCM 30068,['J27']
3566,JCM 15904,['J75']
3567,JCM 32715,['J118']
3568,JCM 10542,['J14']
3569,JCM 6257,['J30']
3570,JCM 7305,"['J14', 'J84']"
3571,JCM 19417,['J30']
3572,JCM 11204,['J1099']
3573,JCM 20307,"['J27', 'J70']"
3574,JCM 19916,"['J1036', 'J1037']"
3575,JCM 9257,['J30']
3576,JCM 5217,"['J25', 'J30']"
3577,JCM 13296,"['J27', 'J156']"
3578,JCM 8109,"['J25', 'J30']"
3579,JCM 2015,"['J22', 'J26', 'J43', 'J509']"
3580,JCM 10903,"['J25', 'J30']"
3581,JCM 10374,['J58']
3582,JCM 19981,"['J30', 'J148']"
3583,JCM 18368,['J457']
3584,JCM 14451,['J30']
3585,JCM 5498,['J22']
3586,JCM 32458,['J443']
3587,JCM 4932,['J42']
3588,JCM 3755,"['J25', 'J30']"
3589,JCM 18503,['J25']
3590,JCM 8155,['J1000']
3591,JCM 7296,"['J14', 'J84']"
3592,JCM 15349,['J30']
3593,JCM 20104,['J12']
3594,JCM 12798,['J30']
3595,JCM 11070,"['J30', 'J148']"
3596,JCM 17800,['J118']
3597,JCM 14141,"['J30', 'J148']"
3598,JCM 2902,"['J25', 'J30']"
3599,JCM 31273,['J1007']
3600,JCM 31672,['J475']
3601,JCM 20101,['J13']
3602,JCM 10908,"['J25', 'J30']"
3603,JCM 7952,['J30']
3604,JCM 31288,['J42']
3605,JCM 8588,['J13']
3606,JCM 16196,['J30']
3607,JCM 8411,"['J30', 'J148']"
3608,JCM 9485,"['J25', 'J30']"
3609,JCM 30701,['J346']
3610,JCM 7599,"['J25', 'J30']"
3611,JCM 18016,['J346']
3612,JCM 1923,"['J31', 'J118']"
3613,JCM 11535,"['J25', 'J30']"
3614,JCM 30395,['J386']
3615,JCM 13786,"['J25', 'J30']"
3616,JCM 30734,['J346']
3617,JCM 12095,"['J70', 'J256']"
3618,JCM 6107,['J22']
3619,JCM 17032,"['J346', 'J1296']"
3620,JCM 13625,"['J25', 'J30']"
3621,JCM 2732,"['J30', 'J226']"
3622,JCM 1883,['J30']
3623,JCM 15108,['J27']
3624,JCM 12817,"['J30', 'J31', 'J148']"
3625,JCM 28860,['J475']
3626,JCM 28107,['J30']
3627,JCM 32050,['J118']
3628,JCM 1362,"['J25', 'J26', 'J30']"
3629,JCM 28855,['J475']
3630,JCM 19596,['J776']
3631,JCM 12749,"['J30', 'J226']"
3632,JCM 12049,"['J30', 'J148']"
3633,JCM 9151,['J181']
3634,JCM 32577,"['J25', 'J30']"
3635,JCM 11492,"['J25', 'J30']"
3636,JCM 33425,['J118']
3637,JCM 10876,"['J25', 'J30']"
3638,JCM 8776,"['J13', 'J84']"
3639,JCM 22827,"['J30', 'J226']"
3640,JCM 23134,['J30']
3641,JCM 13781,"['J25', 'J30']"
3642,JCM 9000,['J30']
3643,JCM 32690,['J118']
3644,JCM 14439,"['J25', 'J30']"
3645,JCM 11819,"['J25', 'J30']"
3646,JCM 28731,"['J26', 'J475']"
3647,JCM 2261,"['J30', 'J226']"
3648,JCM 13768,"['J25', 'J30']"
3649,JCM 10546,['J30']
3650,JCM 10770,['J14']
3651,JCM 1722,"['J29', 'J30', 'J31', 'J226', 'J236', 'J346']"
3652,JCM 21194,['J118']
3653,JCM 8687,['J13']
3654,JCM 13550,['J30']
3655,JCM 10089,['J236']
3656,JCM 14772,['J22']
3657,JCM 28032,['J30']
3658,JCM 10331,"['J25', 'J30']"
3659,JCM 17632,['J118']
3660,JCM 17021,['J26']
3661,JCM 12816,"['J30', 'J31', 'J148']"
3662,JCM 14556,['J30']
3663,JCM 18030,"['J30', 'J148']"
3664,JCM 2863,"['J22', 'J25', 'J42', 'J43', 'J79']"
3665,JCM 3911,"['J25', 'J30']"
3666,JCM 15525,['J118']
3667,JCM 21342,['J118']
3668,JCM 11605,['J236']
3669,JCM 5094,['J30']
3670,JCM 9354,['J31']
3671,JCM 4329,['J42']
3672,JCM 16500,"['J25', 'J30']"
3673,JCM 28628,['J25']
3674,JCM 12983,"['J168', 'J574']"
3675,JCM 20083,['J22']
3676,JCM 8638,['J13']
3677,JCM 3113,"['J27', 'J51', 'J53', 'J118', 'J346', 'J475']"
3678,JCM 30849,['J475']
3679,JCM 1575,"['J14', 'J32', 'J118', 'J168']"
3680,JCM 1961,"['J22', 'J30', 'J31', 'J226', 'J346', 'J475']"
3681,JCM 11335,['J30']
3682,JCM 8592,['J13']
3683,JCM 22444,['J30']
3684,JCM 30442,['J1061']
3685,JCM 3564,"['J25', 'J30']"
3686,JCM 7523,['J28']
3687,JCM 8232,"['J25', 'J30']"
3688,JCM 13608,['J30']
3689,JCM 30970,['J119']
3690,JCM 7602,"['J25', 'J30']"
3691,JCM 10771,['J14']
3692,JCM 31655,['J346']
3693,JCM 22684,"['J30', 'J148']"
3694,JCM 2570,['J22']
3695,JCM 12847,"['J30', 'J148']"
3696,JCM 19460,['J118']
3697,JCM 5510,['J12']
3698,JCM 20057,['J22']
3699,JCM 13831,['J118']
3700,JCM 1912,"['J35', 'J82']"
3701,JCM 1570,"['J32', 'J118', 'J735']"
3702,JCM 15377,['J30']
3703,JCM 28302,['J43']
3704,JCM 22545,"['J30', 'J226']"
3705,JCM 7004,"['J13', 'J14', 'J84']"
3706,JCM 10080,"['J30', 'J226']"
3707,JCM 11169,"['J25', 'J30']"
3708,JCM 2640,['J12']
3709,JCM 34116,['J346']
3710,JCM 12736,"['J30', 'J226']"
3711,JCM 10949,"['J30', 'J226']"
3712,JCM 2742,['J30']
3713,JCM 8850,['J118']
3714,JCM 1621,"['J25', 'J30', 'J118']"
3715,JCM 11735,['J118']
3716,JCM 33150,['J27']
3717,JCM 5414,['J22']
3718,JCM 6968,['J30']
3719,JCM 5496,['J22']
3720,JCM 3737,"['J7', 'J22']"
3721,JCM 2020,"['J12', 'J74', 'J509']"
3722,JCM 9802,['J22']
3723,JCM 2619,['J30']
3724,JCM 28675,"['J74', 'J346']"
3725,JCM 10914,['J181']
3726,JCM 17670,['J30']
3727,JCM 3969,['J12']
3728,JCM 6027,['J30']
3729,JCM 33403,['J475']
3730,JCM 21341,['J118']
3731,JCM 17305,"['J27', 'J28']"
3732,JCM 21347,"['J26', 'J28', 'J475']"
3733,JCM 10088,['J236']
3734,JCM 8481,['J150']
3735,JCM 19268,['J257']
3736,JCM 3939,"['J25', 'J30']"
3737,JCM 6069,['J26']
3738,JCM 3541,"['J25', 'J30']"
3739,JCM 13661,['J282']
3740,JCM 33641,"['J346', 'J475']"
3741,JCM 6117,"['J25', 'J30']"
3742,JCM 22726,['J30']
3743,JCM 3919,['J12']
3744,JCM 5404,['J22']
3745,JCM 8125,"['J25', 'J30']"
3746,JCM 14167,['J75']
3747,JCM 12062,"['J30', 'J148']"
3748,JCM 18603,['J30']
3749,JCM 1533,"['J25', 'J30']"
3750,JCM 7603,"['J25', 'J30']"
3751,JCM 15155,"['J41', 'J118']"
3752,JCM 17612,['J900']
3753,JCM 2000,"['J12', 'J22', 'J25', 'J30', 'J75']"
3754,JCM 28624,['J25']
3755,JCM 23050,"['J32', 'J33']"
3756,JCM 8630,['J13']
3757,JCM 2194,"['J25', 'J30']"
3758,JCM 21468,['J118']
3759,JCM 13723,"['J25', 'J30']"
3760,JCM 5622,['J30']
3761,JCM 31189,['J118']
3762,JCM 39146,['J30']
3763,JCM 18883,['J118']
3764,JCM 19040,['J181']
3765,JCM 12292,['J392']
3766,JCM 31320,['J118']
3767,JCM 34068,['J386']
3768,JCM 18566,['J346']
3769,JCM 8888,['J12']
3770,JCM 34322,['J346']
3771,JCM 8414,"['J30', 'J148']"
3772,JCM 17010,['J61']
3773,JCM 14061,"['J25', 'J30']"
3774,JCM 10482,"['J25', 'J259']"
3775,JCM 31734,['J28']
3776,JCM 15855,['J43']
3777,JCM 4891,['J42']
3778,JCM 18355,"['J30', 'J148']"
3779,JCM 22743,"['J30', 'J226']"
3780,JCM 9435,"['J25', 'J30']"
3781,JCM 13774,"['J25', 'J30']"
3782,JCM 14275,"['J25', 'J30']"
3783,JCM 17183,['J30']
3784,JCM 7390,"['J25', 'J30']"
3785,JCM 1021,"['J13', 'J25', 'J30', 'J84']"
3786,JCM 30789,['J25']
3787,JCM 3548,"['J25', 'J30']"
3788,JCM 30661,['J1079']
3789,JCM 3662,"['J25', 'J30']"
3790,JCM 9760,"['J30', 'J148']"
3791,JCM 28614,['J25']
3792,JCM 3816,"['J13', 'J14', 'J84']"
3793,JCM 5395,['J22']
3794,JCM 10847,"['J25', 'J30']"
3795,JCM 3542,"['J25', 'J30']"
3796,JCM 10122,['J52']
3797,JCM 8053,"['J25', 'J30']"
3798,JCM 10464,"['J30', 'J148']"
3799,JCM 8351,"['J14', 'J84']"
3800,JCM 3855,['J22']
3801,JCM 16742,"['J25', 'J30']"
3802,JCM 5382,['J22']
3803,JCM 1348,"['J22', 'J26', 'J166', 'J557']"
3804,JCM 13735,"['J25', 'J30']"
3805,JCM 31152,['J443']
3806,JCM 30521,"['J30', 'J1054']"
3807,JCM 9413,['J30']
3808,JCM 33436,['J346']
3809,JCM 2208,"['J25', 'J30']"
3810,JCM 8470,['J150']
3811,JCM 22942,"['J32', 'J33']"
3812,JCM 23207,['J652']
3813,JCM 10073,"['J25', 'J30']"
3814,JCM 12754,"['J30', 'J226']"
3815,JCM 17061,['J346']
3816,JCM 20639,['J346']
3817,JCM 9845,"['J25', 'J30']"
3818,JCM 7400,"['J25', 'J30']"
3819,JCM 15353,['J30']
3820,JCM 7040,"['J13', 'J14', 'J84']"
3821,JCM 30266,['J30']
3822,JCM 9210,['J30']
3823,JCM 28715,['J22']
3824,JCM 30893,['J282']
3825,JCM 15848,['J43']
3826,JCM 28343,['J30']
3827,JCM 32128,['J346']
3828,JCM 1674,"['J12', 'J22', 'J25', 'J30']"
3829,JCM 4905,['J42']
3830,JCM 5640,"['J29', 'J30', 'J31', 'J226']"
3831,JCM 22057,"['J25', 'J30']"
3832,JCM 7288,"['J14', 'J84']"
3833,JCM 3569,"['J25', 'J30']"
3834,JCM 13975,['J75']
3835,JCM 8128,"['J25', 'J30']"
3836,JCM 22174,"['J25', 'J30']"
3837,JCM 31066,"['J22', 'J27']"
3838,JCM 16491,['J22']
3839,JCM 15074,['J118']
3840,JCM 33903,['J118']
3841,JCM 12842,"['J30', 'J148']"
3842,JCM 28352,['J30']
3843,JCM 18283,['J27']
3844,JCM 18202,['J346']
3845,JCM 18630,['J118']
3846,JCM 12037,"['J30', 'J148']"
3847,JCM 14771,['J22']
3848,JCM 18575,['J22']
3849,JCM 12550,"['J25', 'J30']"
3850,JCM 15812,['J30']
3851,JCM 11641,"['J25', 'J30']"
3852,JCM 9406,"['J25', 'J30']"
3853,JCM 8134,['J13']
3854,JCM 5401,['J22']
3855,JCM 15937,['J30']
3856,JCM 22305,"['J30', 'J226']"
3857,JCM 23164,"['J30', 'J148', 'J150']"
3858,JCM 17993,['J27']
3859,JCM 1826,"['J25', 'J30']"
3860,JCM 3886,['J32']
3861,JCM 20359,['J139']
3862,JCM 22239,"['J30', 'J226']"
